Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MN984464.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr37,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1682,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr37, complete genome"
MN984465.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr38,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1684,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr38, complete genome"
MN984466.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr39,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr39, complete genome"
MN984467.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr40,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr40, complete genome"
MN984468.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr41,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1688,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr41, complete genome"
MN984469.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr42,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1673,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr42, complete genome"
MN984470.1,,"Ostankova,Y.V., Semenov,A.V., Zueva,E.B., Nogoybaeva,K.A., Kasymbekova,K.T., Tobokalova,S.T.",2020-09-13T00:00:00Z,HDV_Kyr43,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1688,GenBank,complete,,,,Kyrgyzstan,Kyrgyzstan,,Homo sapiens,blood,2016,,"Hepatitis delta virus isolate HDV_Kyr43, complete genome"
MT649206.1,,"Bergner,L.M., Orton,R.J., Broos,A., Tello,C., Becker,D.J., Carrera,J.E., Patel,A.H., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Becker,D., Carrera,J., Patel,A., Streicker,D.",2020-08-31T00:00:00Z,DesRot/Peru/AYA11_DrDV-B,Bat deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1692,GenBank,complete,,,1,Peru,Peru,,Desmodus rotundus,oronasopharynx,2016,,"Bat deltavirus isolate DesRot/Peru/AYA11_DrDV-B, complete genome"
MT649207.1,,"Bergner,L.M., Orton,R.J., Broos,A., Tello,C., Becker,D.J., Carrera,J.E., Patel,A.H., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Becker,D., Carrera,J., Patel,A., Streicker,D.",2020-08-31T00:00:00Z,DesRot/Peru/AYA14_DrDV-A,Bat deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1694,GenBank,complete,,,1,Peru,Peru,,Desmodus rotundus,oronasopharynx,2016,,"Bat deltavirus isolate DesRot/Peru/AYA14_DrDV-A, complete genome"
MT649208.1,,"Bergner,L.M., Orton,R.J., Broos,A., Tello,C., Becker,D.J., Carrera,J.E., Patel,A.H., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Becker,D., Carrera,J., Patel,A., Streicker,D.",2020-08-31T00:00:00Z,DesRot/Peru/CAJ1_DrDV-B,Bat deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1692,GenBank,complete,,,1,Peru,Peru,,Desmodus rotundus,oronasopharynx,2016,,"Bat deltavirus isolate DesRot/Peru/CAJ1_DrDV-B, complete genome"
MT649209.1,,"Bergner,L.M., Orton,R.J., Broos,A., Tello,C., Becker,D.J., Carrera,J.E., Patel,A.H., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Becker,D., Carrera,J., Patel,A., Streicker,D.",2020-08-31T00:00:00Z,DesRot/Peru/LMA6_DrDV-B,Bat deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1694,GenBank,complete,,,1,Peru,Peru,,Desmodus rotundus,oronasopharynx,2016,,"Bat deltavirus isolate DesRot/Peru/LMA6_DrDV-B, complete genome"
MT583791.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2000236-pg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1600,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2014-09-03,,"Hepatitis delta virus isolate HD1-2000236-pg, complete genome"
MT583794.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2000322-pg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1641,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2015-02-05,,"Hepatitis delta virus isolate HD1-2000322-pg, complete genome"
MT583796.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2000372-pg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1642,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2015-04-26,,"Hepatitis delta virus isolate HD1-2000372-pg, complete genome"
MT583798.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2000570-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2015-09-29,,"Hepatitis delta virus isolate HD1-2000570-cg, complete genome"
MT583802.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2000999-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-03-06,,"Hepatitis delta virus isolate HD1-2000999-cg, complete genome"
MT583804.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2001073-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-05-04,,"Hepatitis delta virus isolate HD1-2001073-cg, complete genome"
MT583805.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2001149-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-06-19,,"Hepatitis delta virus isolate HD1-2001149-cg, complete genome"
MT583806.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2001167-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-07-02,,"Hepatitis delta virus isolate HD1-2001167-cg, complete genome"
MT583808.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2001190-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-07-12,,"Hepatitis delta virus isolate HD1-2001190-cg, complete genome"
MT583812.1,,"Berg,M.G., Olivo,A., Forberg,K., Harris,B.J., Yamaguchi,J., Shirazi,R., Gozlan,Y., Sauleda,S., Kaptue,L., Rodgers,M.A., Mor,O., Cloherty,G.A.",2020-08-19T00:00:00Z,HD1-2001228-cg,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Israel,Israel,,Homo sapiens,blood,2017-07-25,,"Hepatitis delta virus isolate HD1-2001228-cg, complete genome"
MT649259.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500008,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-08,,"Hepatitis delta virus isolate 17500008, complete genome"
MT649260.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500011,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1681,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-08,,"Hepatitis delta virus isolate 17500011, complete genome"
MT649261.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500012,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-08,,"Hepatitis delta virus isolate 17500012, complete genome"
MT649262.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500014,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-08,,"Hepatitis delta virus isolate 17500014, complete genome"
MT649263.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500023,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-08,,"Hepatitis delta virus isolate 17500023, complete genome"
MT649264.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500032,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-09,,"Hepatitis delta virus isolate 17500032, complete genome"
MT649265.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500038,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-15,,"Hepatitis delta virus isolate 17500038, complete genome"
MT649266.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500070,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-08,,"Hepatitis delta virus isolate 17500070, complete genome"
MT649267.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500073,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1680,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-18,,"Hepatitis delta virus isolate 17500073, complete genome"
MT649268.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500074,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-19,,"Hepatitis delta virus isolate 17500074, complete genome"
MT649269.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500095,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500095, complete genome"
MT649270.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500098,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500098, complete genome"
MT649271.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500103,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500103, complete genome"
MT649272.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500104,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500104, complete genome"
MT649273.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500113,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500113, complete genome"
MT649274.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500115,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1676,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500115, complete genome"
MT649275.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500118,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-29,,"Hepatitis delta virus isolate 17500118, complete genome"
MT649276.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500132,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-30,,"Hepatitis delta virus isolate 17500132, complete genome"
MT649277.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500141,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-31,,"Hepatitis delta virus isolate 17500141, complete genome"
MT649278.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500144,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1678,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-31,,"Hepatitis delta virus isolate 17500144, complete genome"
MT649279.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500148,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-05-31,,"Hepatitis delta virus isolate 17500148, complete genome"
MT649280.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500153,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-06-01,,"Hepatitis delta virus isolate 17500153, complete genome"
MT649281.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500156,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-06-02,,"Hepatitis delta virus isolate 17500156, complete genome"
MT649282.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500160,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-06-05,,"Hepatitis delta virus isolate 17500160, complete genome"
MT649283.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500161,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-06-05,,"Hepatitis delta virus isolate 17500161, complete genome"
MT649284.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500175,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-06-23,,"Hepatitis delta virus isolate 17500175, complete genome"
MT649285.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500185,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1674,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-07-19,,"Hepatitis delta virus isolate 17500185, complete genome"
MT649286.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500188,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1683,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-07-25,,"Hepatitis delta virus isolate 17500188, complete genome"
MT649287.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500378,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-07-21,,"Hepatitis delta virus isolate 17500378, complete genome"
MT649288.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500389,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1675,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-04-06,,"Hepatitis delta virus isolate 17500389, complete genome"
MT649289.1,,"Jackson,K., Tekoaua,R., Holgate,T., Edwards,R., Yuen,L., Lee,A., Nicholson,S., Littlejohn,M., Locarnini,S., Tuneti,K., Locarnini,S.A.",2020-08-17T00:00:00Z,17500394,Hepatitis delta virus,Deltavirus,Kolmioviridae,ssRNA(-),1677,GenBank,complete,,,1,Kiribati,Kiribati,,Homo sapiens,,2017-03-09,,"Hepatitis delta virus isolate 17500394, complete genome"
MK598003.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,1481,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1671,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2017-03-24,,"Rodent deltavirus isolate 1481, complete genome"
MK598004.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0183,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2014-01-25,,"Rodent deltavirus isolate 0183, complete genome"
MK598005.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0180,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2014-01-25,,"Rodent deltavirus isolate 0180, complete genome"
MK598006.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0377,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2014-04-03,,"Rodent deltavirus isolate 0377, complete genome"
MK598007.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0037,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2013-10-20,,"Rodent deltavirus isolate 0037, complete genome"
MK598008.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0034,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2013-10-20,,"Rodent deltavirus isolate 0034, complete genome"
MK598009.2,,"Paraskevopoulou,S., Pirzer,F., Goldmann,N., Schmid,J., Corman,V.M., Gottula,L.T., Schroeder,S., Rasche,A., Muth,D., Drexler,J.F., Heni,A.C., Eibner,G.J., Page,R.A., Jones,T.C., Muller,M.A., Sommer,S., Glebe,D., Drosten,C., Mueller,M.A.",2020-07-10T00:00:00Z,0976,Rodent deltavirus,Deltavirus,Kolmioviridae,ssRNA(-),1669,GenBank,complete,,,1,Panama,Panama,,Proechimys semispinosus,blood,2015-03-28,,"Rodent deltavirus isolate 0976, complete genome"
