Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW312056.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW541,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW541, complete genome"
MW312057.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW542,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW542, complete genome"
MW312058.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW543,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW543, complete genome"
MW312059.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW544,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW544, complete genome"
MW312060.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW545,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW545, complete genome"
MW312061.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW546,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW546, complete genome"
MW312062.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW547,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW547, complete genome"
MW312063.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW548,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW548, complete genome"
MW312064.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW549,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW549, complete genome"
MW312065.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW550,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW550, complete genome"
MW312066.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW551,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW551, complete genome"
MW312067.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW552,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW552, complete genome"
MW312068.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW553,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW553, complete genome"
MW312069.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW554,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW554, complete genome"
MW312070.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW555,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW555, complete genome"
MW312071.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW556,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW556, complete genome"
MW312072.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW557,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW557, complete genome"
MW312073.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW558,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW558, complete genome"
MW312074.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW559,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW559, complete genome"
MW312075.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW560,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW560, complete genome"
MW312076.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW561,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW561, complete genome"
MW312077.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW562,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW562, complete genome"
MW312078.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW563,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW563, complete genome"
MW312079.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW564,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW564, complete genome"
MW312080.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW565,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW565, complete genome"
MW312081.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW566,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW566, complete genome"
MW312082.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW567,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW567, complete genome"
MW312083.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW568,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW568, complete genome"
MW312084.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW569,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW569, complete genome"
MW312085.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW570,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW570, complete genome"
MW312086.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW571,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW571, complete genome"
MW312087.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW572,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW572, complete genome"
MW312088.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW573,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW573, complete genome"
MW312089.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW574,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW574, complete genome"
MW312090.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW575,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW575, complete genome"
MW312091.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW576,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW576, complete genome"
MW312092.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW577,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW577, complete genome"
MW312093.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW578,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW578, complete genome"
MW312094.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW579,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW579, complete genome"
MW312095.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW580,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW580, complete genome"
MW312096.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW581,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW581, complete genome"
MW312097.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW582,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW582, complete genome"
MW312098.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW583,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW583, complete genome"
MW312099.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW584,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW584, complete genome"
MW312100.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW585,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW585, complete genome"
MW312101.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW586,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW586, complete genome"
MW312102.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW587,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW587, complete genome"
MW312103.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW588,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW588, complete genome"
MW312104.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW589,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW589, complete genome"
MW312105.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW590,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW590, complete genome"
MW312106.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW591,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW591, complete genome"
MW312107.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW592,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW592, complete genome"
MW312108.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW593,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW593, complete genome"
MW312109.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW594,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW594, complete genome"
MW312110.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW595,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW595, complete genome"
MW312111.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW596,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW596, complete genome"
MW312112.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW597,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW597, complete genome"
MW312113.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW598,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW598, complete genome"
MW312114.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW599,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW599, complete genome"
MW312115.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW600,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW600, complete genome"
MW312116.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW601,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW601, complete genome"
MW312117.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW602,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW602, complete genome"
MW312118.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW603,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW603, complete genome"
MW312119.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW604,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW604, complete genome"
MW312120.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW605,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW605, complete genome"
MW312121.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW606,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW606, complete genome"
MW312122.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW607,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW607, complete genome"
MW312123.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW608,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW608, complete genome"
MW312124.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW609,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW609, complete genome"
MW312125.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW610,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW610, complete genome"
MW312126.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW611,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW611, complete genome"
MW312127.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW612,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW612, complete genome"
MW312128.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW613,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW613, complete genome"
MW312129.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW614,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW614, complete genome"
MW312130.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW615,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW615, complete genome"
MW312131.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW616,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW616, complete genome"
MW312132.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW617,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW617, complete genome"
MW312133.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW618,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW618, complete genome"
MW312134.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW619,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW619, complete genome"
MW312135.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW620,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW620, complete genome"
MW312136.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW621,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW621, complete genome"
MW312137.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW622,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW622, complete genome"
MW312138.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW623,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW623, complete genome"
MW312139.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW624,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW624, complete genome"
MW312140.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW625,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW625, complete genome"
MW312141.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW626,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW626, complete genome"
MW312142.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW627,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW627, complete genome"
MW312143.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW628,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW628, complete genome"
MW312144.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW629,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW629, complete genome"
MW312145.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW630,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW630, complete genome"
MW312146.1,,"Wu,J., Bisaro,D.M.",2021-01-12T00:00:00Z,PSTVd_JW631,Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,ssRNA,359,GenBank,complete,,,1,,,,Nicotiana benthamiana,,,,"Potato spindle tuber viroid isolate PSTVd_JW631, complete genome"
